Entity,Year,Total number of deaths from heart diseases,Total number of deaths from cancers,Total number of deaths from chronic respiratory diseases,Total number of deaths from digestive diseases,Total number of deaths from diabetes and kidney diseases,Total number of deaths from neurological disorders,Total number of deaths from other non-communicable diseases,Total number of deaths from pneumonia,Total number of deaths from diarrheal diseases,Total number of deaths from tuberculosis,Total number of deaths from HIV/AIDS,Total number of deaths from malaria,Total number of deaths from neonatal disorders,Total number of deaths from maternal disorders,Total number of deaths from nutritional deficiencies,Total number of deaths from transport injuries,Total number of deaths from other injuries,Total number of deaths from suicide,Total number of deaths from other infectious diseases,Total number of deaths from interpersonal violence
South Africa,1990,43804.87,24848.133,10673.523,7451.237,12482.844,3978.9612,6451.0415,23461.627,22295.135,17555.916,2439.5266,153.0456,14568.04,763.0661,3108.3896,13200.507,8443.344,5129.2,10801.945,14572.623
South Africa,1991,45105.21,25440.51,11008.051,7597.7456,12988.993,4154.3936,6489.0566,23128.885,21117.676,17299.283,4413.894,96.54226,13781.773,713.87006,2996.0308,13127.822,8222.686,5192.473,10334.027,14314.111
South Africa,1992,46227.15,26146.752,11550.36,7909.464,13807.448,4435.4995,6547.5483,23142.875,20291.857,17361.352,7858.1436,90.03816,12990.394,702.1415,2915.5361,13208.096,8161.898,5335.4575,9921.041,15027.736
South Africa,1993,50116.97,28486.629,12046.095,8132.3784,14774.352,4767.6494,6868.8384,23149.004,19742.004,17273.973,13310.197,88.08366,12361.344,663.47174,2904.4382,14502.806,8710.673,5512.358,9646.373,15763.164
South Africa,1994,53315.023,30543.547,13009.005,8713.175,16227.545,5195.383,7260.4844,24090.916,19877.686,18098.256,22302.295,93.37815,11916.566,650.06976,2983.4072,16076.94,9106.05,5933.899,9523.1875,16881.945
South Africa,1995,55789.594,31586.97,13443.654,8861.725,16924.205,5417.1704,7487.7207,24480.494,19751.146,18293.037,34721.62,126.12228,11661.801,640.0039,3065.0005,16645.566,9460.559,6048.7227,9403.076,17117.549
South Africa,1996,61594.9,34469.91,14937.141,9588.664,19286.764,5980.581,8053.0244,26207.518,20201.178,19821.115,52868.69,139.81097,12160.469,668.1933,3239.6006,18658.744,10125.378,6377.2275,9573.025,18043.043
South Africa,1997,62693.15,34897.973,15944.462,10101.374,21033.03,6352.835,8316.92,27510.934,20247.88,20808.508,77065.1,183.10544,13221.172,768.2746,3332.588,18848.912,10088.563,6617.512,9322.621,18914.68
South Africa,1998,65472.266,35909.16,16686.045,10439.859,22041.098,6723.535,8648.396,28938.848,20542.398,21704.066,106464.914,211.39093,13876.231,854.0112,3488.623,19547.742,10335.906,6807.7876,8998.182,19780.22
South Africa,1999,65609.914,35572.367,16307.624,10198.404,21688.955,6781.3423,8591.07,28962.598,20713.734,21350.195,136867.67,153.82494,13495.201,936.8274,3368.2754,19495.76,10186.624,6644.005,8497.073,19451.223
South Africa,2000,65198.566,34845.688,16473.207,10245.06,21979.13,6890.6777,8414.277,29436.852,21172.377,21661.96,170625.56,17.501598,12874.693,1056.6765,3264.3254,18719.756,9840.367,6576.2207,8251.696,18911.594
South Africa,2001,66107.76,34658.54,16437.12,10222.428,22380.73,6944.7075,8481.932,30557.764,22440.502,22185.432,204491.05,247.11197,12834.789,1226.9849,3348.197,18583.107,9681.985,6496.2964,8355.281,18983.143
South Africa,2002,66541.99,34493.63,16592.51,10432.228,23060.32,7001.872,8738.492,32478.018,24516.197,23533.807,237331.86,132.98033,13726.202,1460.4932,3476.9036,18936.309,9741.955,6660.4272,8847.033,19599.611
South Africa,2003,66768.016,34417.723,16793.363,10770.236,23877.537,7074.4033,8899.105,34103.54,26165.535,25247.508,266474,120.071175,14998.96,1675.2454,3471.6125,19252.402,9829.647,6838.6836,9477.816,20270.303
South Africa,2004,64305.547,33378.137,16133.489,10615.588,23634.326,6867.7334,9011.303,35539.53,27835.822,25838.553,287332.4,131.92815,16494.18,1792.9391,3663.7405,18836.225,9714.747,6663.5107,10155.524,19645.852
South Africa,2005,65409.594,34031.984,16258.163,10901.089,24659.6,7004.7983,9454.029,37735.805,30077.795,27032.736,293375.5,67.42768,18069.729,2045.5923,4030.5303,18981.45,9781.916,6674.9995,10734.469,19591.44
South Africa,2006,68672.65,35990.2,16853.78,11564.1455,26546.148,7363.7305,9935.876,39580.43,31180.588,28614.055,288037.1,103.62522,19031.879,2275.0627,4353.414,19677.496,10070.43,6951.0474,11095.398,19811.531
South Africa,2007,71111.086,37888.79,17049.643,12018.601,27979.908,7604.997,10383.119,40081.344,30891.408,29703.896,275298.62,52.495277,19265.998,2514.587,4552.6123,20727.088,10452.901,7269.4507,11301.157,20506.656
South Africa,2008,74015.57,40091.082,17384.217,12518.601,29763.918,7917.4136,10786.954,40073.812,29968.844,30632.96,252585.08,70.60722,19149.197,2628.7234,4641.659,21134.072,10517.6,7472.0317,11229.683,20508.658
South Africa,2009,79140.03,43507.28,18022.033,13174.839,32254.627,8510.842,11276.353,39594.723,27991.084,31662.2,229288.6,45.237457,18447.92,2803.5962,4567.8545,21678.646,10751.302,7719.3555,11058.72,20650.686
South Africa,2010,82776.46,46333.746,18290.629,13511.082,34134.066,9027.873,11692.017,38326.574,25221.914,31624.074,205096.36,58.980976,16905.193,2722.2542,4354.74,22344.22,10921.702,7829.359,10880.382,20775.787
South Africa,2011,86233.05,49289.215,18628.34,13752.531,36085.89,9630.066,12146.78,36974.906,22277.385,30886.385,176718.14,73.312546,15456.699,2496.6338,4002.766,22787.455,11060.138,7966.5806,10429.267,20456.574
South Africa,2012,87029.06,51659.24,18772.855,13911.689,37427.715,10090.956,12720.199,36105.78,20467.256,29919.092,153026.23,54.292515,14599.157,2336.935,3792.3967,23395.133,11311.777,8329.239,10527.815,21046.611
South Africa,2013,88746.05,54164.45,18909.74,14019.271,38917.855,10574.745,13445.819,35631.586,19366.424,28752.947,137837.98,93.39569,14061.574,2231.336,3653.5706,23904.646,11342.541,8588.882,10692.547,21309.867
South Africa,2014,92027.836,56882.473,19384,14320.617,41001.203,11103.602,14002.288,35205.297,18111.92,28132.182,130105.23,87.64901,13567.271,2182.9253,3546.6677,24125.455,11525.23,8825.575,10607.166,21733.344
South Africa,2015,94156.016,58653.164,19739.053,14515.57,42762.375,11444.123,14382.965,34156.395,16534.752,27567.492,125312.23,29.311918,12992.046,2130.0234,3182.364,24283.361,11481.651,8970.385,10189.775,22406.975
South Africa,2016,94590.5,59722.64,19919.084,14554.496,43824.19,11639.8,15145.956,33968.438,15957.679,26853.354,120619.62,36.387238,12806.246,2027.9863,3094.278,24434.115,11557.273,9035.921,10184.057,22706.092
South Africa,2017,93873.805,60632.266,19811.148,14336.389,44056.8,11677.408,15868.676,33302.508,15356.31,25425.986,115169.414,200.56949,12646.045,1933.9265,2930.8025,24567.795,11577.829,8935.685,10059.373,22207.285
South Africa,2018,94706.086,61871.59,20282.496,14675.241,45183.227,12037.896,16437.238,33822.582,15102.081,24548.57,110166.58,90.680595,12458.148,1880.7454,2795.4612,24535.281,11482.902,8964.276,9490.705,22040.832
South Africa,2019,91778.79,60572.047,20674.996,15249.334,45096.18,12163.368,16391.254,34723.164,14862.735,23925.6,104863.17,33.90705,12095.969,1873.5721,2670.347,23457.705,11294.282,9137.186,9211.463,21970.5
South Africa,2020,87395.59,57805.316,16643.697,13618.15,40642.08,11005.628,16125.648,145879.84,14121.014,21353.654,99017.91,34.802433,11859.771,1806.2677,2692.25,21586.438,10263.642,8655.856,8194.748,20461.56
South Africa,2021,90027.19,60770.535,16601.047,13878.071,41815.836,11524.532,16931.098,273973.16,14626.317,21236.979,103610.82,26.43082,11380.67,1850.3843,2816.8284,21430.654,10262.184,8934.981,8302.302,20636.14
South Africa,2022,90953.125,64455.957,19130.428,14674.636,45716.105,11717.06,17535.004,82196.52,14328.09,22418.086,111128.96,17.955353,11134.853,2029.1234,2592.4873,24445.676,11884.711,9471.228,9198.223,21703.527
South Africa,2023,95572.67,70401.17,21323.498,15589.168,49886.06,12888.031,18018.121,40323.492,14324.402,22974.447,114746.65,30.835577,11172.189,2119.4268,2609.382,25605.584,11744.442,9923.82,9304.111,23066.346
United States,1980,928171,457254.66,68647.1,74713.01,57279.938,94399.19,52464.344,51639.67,644.32355,2666.5688,2394.696,0,24734.006,553.15594,1661.9309,60577.89,48597.79,30349.861,6306.2188,24914.215
United States,1981,915965.94,462998,70932.375,73795.58,57222.44,96550.74,52596.953,51095.688,609.6968,2505.281,2397.417,0,23653.838,487.79294,1680.4442,58315.46,45761.383,30860.258,6517.6807,24375.428
United States,1982,909603.9,471673.44,73266.74,72623.836,57438.15,98336.664,53056.5,49633.324,569.8612,2431.6953,2615.9062,0,22544.98,473.10648,1699.2025,54362.035,44474.43,31087.572,6417.437,22871.377
United States,1983,923779,485702.56,78969.2,73310.055,59362.6,102919.83,54840.53,54038.95,576.39124,2369.6497,3162.2068,0,21349.22,491.25208,1841.8931,52018.465,44729.28,31297.715,6540.6353,21271.414
United States,1984,918300.2,495914.8,83543,74142.164,60258.164,106026.48,56956.73,58291.246,560.73425,2319.7656,4258.3843,0,20845.17,493.9467,1937.3356,52663.652,43517.023,32175.094,6887.6772,20872.6
United States,1985,922470.7,511741.97,89048.76,75427.87,62184.78,110241.305,59627.395,64730.39,541.7739,2315.5764,6206.4478,0,20714.557,506.60147,2110.5571,53203.28,43548.242,32973.914,7354.0703,21104.342
United States,1986,912565.9,519732.4,92253.01,75791.42,63496.082,113132.305,61545.164,68147.45,532.01624,2316.3687,9395.336,0,20112.621,476.3717,2184.2537,55263.87,42897.5,34213.145,7757.03,22416.22
United States,1987,908475.1,527696.44,95066.2,76591.016,65573.87,116280.79,62372.574,70258.64,540.8726,2304.795,13752.538,0,19725.031,458.4608,2267.01,55826.58,42808.89,34401.84,7177.525,22541.158
United States,1988,914065.25,538879.7,99416.16,77805.02,68780.33,120509.9,64366.492,75258.11,553.6724,2430.1208,18590.041,0,19815.941,565.4957,2389.1692,55809.91,42976.734,34137.895,7258.3247,23126.082
United States,1989,886734.2,540554.3,101108.76,76836.78,72238.164,121507.54,65340.523,74737.07,609.7004,2404.5225,23349.084,0,19945.17,545.53156,2369.595,54730.543,42473.156,33769.383,7293.7695,23793.322
United States,1990,867684.06,549224.8,104082.13,76067.805,75662.34,123677,65711,74474.78,819.1758,2229.0828,27253.107,0,19201.402,568.1832,2378.5376,52918.023,41289.684,33386.645,7165.4824,25522.023
United States,1991,865912.7,557897.8,108049.14,76407.1,78626.016,127164.68,66193.37,74063.24,934.0789,2105.0093,31343.588,0,18025.328,543.4512,2427.6396,50151.19,40900.58,33738.598,6808.211,26437.824
United States,1992,860911.44,563454.1,110996.12,76748.2,81318.95,129728.234,66674.4,73935.71,987.93945,2008.1134,35368.06,0,17003.514,525.91815,2531.6116,48316.426,40214.625,34030.773,6684.0234,25831.803
United States,1993,895115.7,580317.3,118973.39,78966.54,87124.805,136632.64,69151.17,79500,1101.1864,1967.2639,39218.19,0,16305.964,518.0857,2822.9573,49001.188,42297.953,35035.26,6867.991,26080.803
United States,1994,892467.3,581674.6,121503.055,79709.43,90377.18,139054.6,70517.266,80860.9,1182.129,1838.396,41426.348,0,15512.949,553.52637,2958.9495,50054.9,42222.25,35458.28,6933.165,25355.873
United States,1995,901723.2,589930.56,124517.125,80793.34,94422.2,143451.81,72207.35,83160.125,1268.09,1705.9468,38604.953,0,14648.435,493.2095,3178.8706,50920.812,43769.58,35860.887,6963.177,23943.67
United States,1996,901606.9,591343.7,127929.02,81698.38,97679.51,147284.72,72884.02,84793.58,1350.8364,1572.9049,30206.559,0,14134.1,507.3792,3343.263,50714.016,44363.957,35111.242,6861.6167,21559.668
United States,1997,896722.6,591310.56,132167.97,82906.33,100647.664,151136.7,74363.46,86645.03,1534.3287,1469.6519,22744.094,0,14121.704,534.87665,3569.6929,49629.996,44487.395,34235.496,6752.5444,19709.098
United States,1998,898525.5,595796.1,138576.61,84890.24,105231.91,155558.55,77719.38,86009.39,1745.0082,1427.9727,18802.236,0,14387.288,500.1781,3770.511,49486.195,45416.445,33770.78,6484.2236,18641.924
United States,1999,918091.6,607227,151316.78,88877.95,113565.5,162258.53,83897.055,72715.26,2341.715,1450.542,17236.127,0,14711.34,582.95056,4056.969,50435.324,45852.055,32874.406,6168.234,17867.883
United States,2000,906719.94,609833.7,155985.19,91638.59,121235.48,166060.45,88547.19,69250.766,3225.9932,1216.7483,16375.484,0,14667.719,641.3566,4105.7817,50688.52,46613.098,32944.605,5884.583,17621.516
United States,2001,896083.3,611013.5,158690.75,93943.234,126790.67,168838.84,92807.69,67640.08,3893.925,1148.4034,15949.446,0,14650.312,639.55505,3988.8965,51506.957,50862.58,33869.816,5773.3594,18126.193
United States,2002,894842.44,616650.44,161177.3,96259.695,131627.22,173629.47,97787.73,69800.195,4849.21,1111.3119,15648.136,0,14824.525,595.4352,3999.1687,52055.355,49440.65,34871.523,5814.8457,18475.225
United States,2003,880330.5,618418.6,163330.62,97640.01,134924.8,177268.78,101514.266,70011.49,5789.0244,1014.5947,15170.03,0,14934.995,759.4136,3828.0825,51776.027,51443.43,35184.242,5761.8223,18337.734
United States,2004,841600.25,612346.75,162124.9,96530.58,134700.69,177118.19,103705.69,66732.34,6943.4673,931.5419,14445.327,0,14922.787,884.6775,3555.368,51047.668,52122.207,35374.906,5532.6216,18248.281
United States,2005,844291.7,621124.44,169218.47,99286.86,139485.7,184817.47,109604.42,68825.07,8308.758,891.0911,13965.675,0,15194.918,931.0482,3614.7122,51842.473,56172.867,36229.344,5504.0474,18932.357
United States,2006,819733.44,621758.5,168880.17,99920.5,139484.77,186560.4,112241.91,65949.51,9311.923,850.2591,13285.83,0,15410.61,929.80096,3424.2747,51320.605,55745.75,37157.664,5373.492,19496.951
United States,2007,804392.44,625016.56,172629.56,101415.164,139950.22,190255.6,114052.375,64050.215,9928.027,794.26666,12338.771,0,15366.142,938.80756,3486.62,49421.035,57149.96,38187.67,5405.3267,19180.807
United States,2008,811852.2,638717.56,183077.36,104952.49,143187.73,197657.12,115818.06,66352.12,10826.893,777.43,11411.8125,0,14783.974,975.6248,3657.397,46090.63,58141.58,39567.508,5512.9756,18602.568
United States,2009,784781.94,637877.4,183122.45,105512.875,142445.84,197899.81,116515.14,64314.82,10780.276,735.9311,10504.9795,0,13721.878,1093.6154,3633.0337,42779.684,57820.844,40719.375,5465.244,17744.523
United States,2010,792264.56,643129.5,186742.36,108336.35,146935.3,205030.88,119885.22,63412.473,10999.66,736.4143,9585.399,0,12836.219,990.7176,3847.9988,40955.652,60207.094,41766.72,5433.102,17024.232
United States,2011,797964.9,651321.5,193096.84,111284.7,151699.47,211430.08,124499.2,65845.95,11674.706,714.62415,8939.043,0,12478.801,1065.0414,4121.618,40837.848,62849.414,43117.79,5508.8794,16894.547
United States,2012,801655.56,657085.25,196630.08,113256.76,155448.61,216488.94,128045.56,65704.516,11438.601,691.4705,8404.58,0,12369.968,1115.9707,4331.788,40992.594,63011.07,44006.746,5527.167,17199.146
United States,2013,814379.6,665564.9,202491.03,116553.08,161190.81,222868,133130.66,69269.93,11270.546,700.7516,8017.422,0,12366.852,1228.3671,4688.6426,40780.754,65130.48,44844.836,5622.7363,16481.332
United States,2014,817731.56,670579.06,204943.38,118499.984,165523.4,226759.34,139334.23,69336.34,10908.539,671.50616,7706.397,0,12320.759,1234.7051,5383.394,41060.562,66913.83,46244.973,5710.776,16602.605
United States,2015,844469.56,678221.5,213122,122052.984,174324.84,235801.44,148524.31,70705.164,10932.716,675.35785,7459.3477,0,12212.258,1273.3107,6565.1216,43728.94,70139.266,48080.887,5942.368,18348.832
United States,2016,845780.94,679530.8,216141.8,122576.09,179467.89,239431.23,157881.31,68340.97,10384.635,711.25616,7282.9185,0,12001.852,1371.7916,7820.098,46358.617,72471.11,50267.93,6249.1406,20071.373
United States,2017,866223.6,685469.3,222842.69,124147.84,187635.42,248412.28,166112.48,71139.625,9901.683,742.8232,6950.9487,0,11641.733,1323.298,9562.772,46662.613,75923.34,51742.75,6579.3994,20473.57
United States,2018,876558.2,683646.2,223789.22,124837.77,192603.05,253494.06,171163.78,72133.805,9100.771,780.6854,6581.754,0,11221.212,1120.1809,11348.218,45097.996,77424.72,51409.97,6838.7354,19662.922
United States,2019,864509.75,685271.25,225104.95,127196.26,199448.55,261147.88,180710.22,68252.6,8532.319,828.82513,6347.362,0,10581.766,1207.176,13385.946,45680.074,80258.52,50683.094,7140.789,20417.092
United States,2020,895701.9,699548.2,216761.28,134410.98,208956.81,268567.06,202019.19,495202.22,8286.645,917.1578,6354.9404,0,9994.475,1498.1193,16117.126,49679.11,84788.17,52343.168,7455.2393,25002.768
United States,2021,887640,696944.8,214409.98,137047,212638.19,271083.34,217515.78,552858.75,8402.641,956.1518,6245.9146,0,9895.756,1847.3118,18159.363,52808.24,87935.56,53263.22,7833.7295,26793.842
United States,2022,915730.06,707756.1,218997.75,139233.86,220400.31,278997,226395.75,295331.75,8394.224,947.9914,6041.048,0,10232.335,1410.5295,19694.125,52573.12,90164.73,53616.387,8088.6177,25932.186
United States,2023,900759.3,707283.75,220920.83,138074,225579.72,282253.22,227341.53,118633.15,8413.775,916.2885,5676.0386,0,10152.41,1233.1324,19196.508,51429.73,90015.44,51257.832,7991.207,24528.037
World,1980,12116560,4818276.5,1814284.9,1625709.9,1050153,687449.5,1299775.1,3225179,3980060,1923776.5,16631.803,680159.75,3400100,436615.38,584706.1,1103701.2,1976749.5,553569.4,4379420,307735.66
World,1981,12106958,4881463.5,1844766.4,1637995.6,1061732.8,707078.56,1302751,3182000,3891543.2,1907461.4,18934.732,678684.2,3367134.5,433406.78,593095.25,1106092.1,1968195,564194.56,4271710.5,310661.75
World,1982,12128837,4954714,1879453.4,1649187.8,1076549.9,726339.94,1308605,3148258.8,3836171.8,1901264.8,25087.908,691846.7,3353813.2,431128.97,588858.6,1112856.1,2074961.2,572191.4,4157896.5,311033.06
World,1983,12319656,5066566.5,1930898.1,1677039.9,1102529.8,756500.4,1324685.4,3157311.2,3795822.8,1903650.8,34322.64,703735,3356501.8,430756.9,765025,1123643.8,2016446.2,586457,4078259,313265.5
World,1984,12417934,5160304,1972367.5,1698131.9,1121084.4,779575.3,1341151.5,3146584,3769915.2,1897006.9,48439.207,713506.4,3354725,430964.75,844254.7,1138727.4,2028093.6,598136.06,4021145.8,320244.22
World,1985,12508895,5288607,2016470.8,1724824.4,1143142.8,810734.2,1351837.6,3148779.8,3734323,1891795.8,68792.375,735921.44,3335924.8,428821.16,659943.5,1155944.6,2049176.8,602993.75,3932210.2,325449.34
World,1986,12471070,5380638,2045365.2,1734963.4,1162881.5,836717.8,1360179.1,3125943,3685801.5,1886589.6,97434,753770.56,3299529.5,425780.1,582781.7,1177686.6,2086422.2,606098.9,3837119,330449.38
World,1987,12581135,5511125,2093684.1,1756658.4,1187613.8,865486.4,1372078.5,3091515.8,3610574,1891969.2,137971.58,763654.06,3257881.8,424093.25,580219.8,1201913.8,1993293.8,619783.1,3716686,338706.88
World,1988,12808054,5690735.5,2153224,1785118.5,1222674.5,901001.8,1389892,3073345.8,3512361.8,1894304.8,190706.58,775267.1,3217815.5,424201.38,569976.7,1229400,1977294.9,634799.3,3588270.5,349286.78
World,1989,12943327,5855358.5,2214093,1816230.4,1261512,933281.94,1407571.5,3048717,3399290.2,1895577.1,260696.33,778718.06,3184129.2,424172.84,555379.4,1263898.9,1872001.6,657315.56,3420237.5,368155.7
World,1990,13137973,6022750,2260220.8,1836556.6,1301813.5,965986.7,1422016.2,3017867,3292788.2,1886612.4,341990.06,784046.94,3145337.2,422924.28,542824.7,1284582.8,1942679.4,672639,3273145.5,384784
World,1991,13327579,6154231,2304135.2,1859235.5,1335907.6,996400.4,1436009,2974750.5,3231256.2,1884215.4,435369.7,803565.7,3102217.8,422419.5,532021.94,1301217.1,2026772.2,697128.8,3169024,395846.16
World,1992,13474051,6255576,2352324,1882977.2,1368086.9,1024680.75,1455105.2,2948626.5,3124555,1880897.5,538008.25,807199,3056646.5,420863.7,512791.44,1308677.8,1879582.2,725478,3052118.2,419076.28
World,1993,13846499,6389341,2419027,1916437.9,1409419.8,1063508,1491320.5,2958384.5,3018091,1873744.1,650261.3,809734.06,3017473,418533.53,498692.62,1323707.5,1918417.8,758066.56,2960382,444538.12
World,1994,13977331,6465568.5,2466537.8,1940326.6,1443338.6,1090953.6,1519930.9,2948351.5,2949000,1873816.5,771307.06,816596.6,2973751,417481.72,488214.9,1334086.1,2675881.5,783724.2,2904836.2,452891.03
World,1995,14031975,6572087.5,2529386.8,1960599.4,1485188.9,1130305.9,1526963,2937206.2,2864257.5,1878365.2,890706.94,826389.3,2924733.5,412961.94,536878.06,1339826,1921486.8,795559.3,2860245.8,453535.28
World,1996,14094237,6654513.5,2590327.2,1970652.5,1526821.6,1164744,1516251,2896173,2776853.8,1872285.1,1007710.25,839426.94,2866408.2,409634.4,526941.75,1345109.9,1913189.4,797304.1,2822630.5,442607.97
World,1997,14167875,6731459,2657023.5,1982345.2,1565504.9,1197173.6,1502213.2,2848135.5,2675665.5,1858682,1126579.1,859027.5,2800465,408344.78,511731.16,1343057.2,1904561.8,798148.7,2738796.5,438586.9
World,1998,14299005,6841064,2739366,2004583.6,1615467.9,1234688.4,1499151.6,2803795.8,2585390.8,1839586.8,1251636.4,878241.75,2739607.5,406775.4,495184.56,1347868.4,1932642.8,806887.25,2659249.5,444514.97
World,1999,14504612,6974619,2817004.8,2029039.1,1668360.9,1279146.2,1509496.8,2749929.5,2449276.8,1801356.4,1373637,884432.6,2674873.2,403973.53,443020.56,1360822.6,1977574.8,816140.4,2565410.8,453673.28
World,2000,14562574,7072878,2885321.2,2052317.2,1719492,1316058.2,1521900.9,2685890.5,2336173.8,1760309.1,1489294.8,881444.8,2610429.8,396733.88,425422.34,1370012.9,1907147.4,819533.44,2468890,464265.2
World,2001,14642887,7166168.5,2961827,2080214.8,1769622,1357971.8,1537505.1,2622313,2245470.2,1719406.5,1578347.9,897903.5,2546394.5,387989.2,409025.38,1375914.2,1877467.6,814273.7,2368606.5,468878.22
World,2002,14814547,7264824,3057614.5,2115800.8,1824866.5,1407894.8,1553566,2599078.5,2179954.8,1679394.9,1657075.6,904676.7,2493303.8,378745.12,397082.28,1385401.8,1870787,813002.6,2274760.8,479610.72
World,2003,14933735,7343411.5,3150469.2,2145069.2,1876419.4,1462132.5,1556736.5,2580682,2138807.5,1639338.1,1706257.2,920106.44,2442740.2,371349.1,361725.56,1384630.8,1916538.9,810169.3,2182388,466015.16
World,2004,14766208,7363429,3194495.2,2155789.5,1904469.1,1490299.5,1556901.8,2538121,2089653.2,1599355.9,1709386.8,924219.6,2387806.5,363692.44,347104.44,1377334.9,2099936.5,808226.25,2090837.9,458434.22
World,2005,14890603,7462051,3238733.2,2178726.2,1953798.1,1554071.5,1569636.5,2521322.5,2044774.5,1563237.8,1652713.4,901281.6,2340530.5,357094,334559.1,1379933.6,1928424.2,803425.56,2008601.6,450300.12
World,2006,14997268,7555454.5,3226366.2,2179789.8,2001357.9,1594311.6,1571359.5,2485485.8,2014339.1,1535858.8,1560957,880615.5,2310570.5,348793,326593.38,1392160.1,1867385.2,787918.3,1904320,440103.53
World,2007,15199501,7714327.5,3271848.8,2200686.8,2065922.9,1656611.5,1581709.2,2480099.5,1977390.9,1514682.5,1453935.6,859676,2289990.8,342369.4,321990.12,1400314.9,1860883,775167.06,1820375.2,434203.78
World,2008,15390506,7846368,3316641.2,2229445.2,2132780.2,1726993.4,1593540.5,2483066.5,1926540.5,1491790.4,1352390.8,848547.2,2267440.2,333684.97,313597.3,1397172.1,2064582.5,765893.8,1747655,435134.38
World,2009,15459586,7923106.5,3317040.8,2225584.8,2184972.8,1776751.1,1586198.2,2470063.2,1852790.1,1465931.5,1267594.2,839703.5,2238346,326597.88,302721.34,1386908.1,1829442.4,755332.2,1692309.9,439011.22
World,2010,15688397,8033774,3340138.5,2239254.5,2262261.2,1853645.8,1587989.1,2466659.5,1776815.6,1441286.9,1201789,827683.06,2193106.8,316577.94,349017.2,1383150.8,2062448.2,749304.4,1641168,435402.5
World,2011,15883663,8108615.5,3375121.8,2238367.2,2323012.2,1914752.9,1584986.6,2474021.5,1688806.2,1408234.4,1142262.5,776271.94,2148040.2,307610.03,445493.72,1381010.5,1821837.5,743128.1,1597757,429239.38
World,2012,16207853,8227691.5,3407196.2,2244741.2,2389061,1993123.1,1597878.1,2490445.5,1603168.2,1366215.8,1086766.4,745559.44,2115264.5,299534.94,334514.34,1371189.4,1846099.5,739562.9,1542533.2,432784.9
World,2013,16479219,8316485.5,3442147.8,2247758.8,2461310,2057980.6,1617696.8,2517919,1556861.5,1336386.4,1038268.7,704351.8,2088149,294678.88,280750.4,1347935.4,1898283,734199.3,1488385.5,429919.9
World,2014,16685005,8463820,3479119.2,2262650.5,2549126.8,2133984,1645317.4,2536359.2,1500044.4,1302891,1002516.3,688149.2,2056458.9,287387.34,284279.9,1341454.2,1928026,729207.75,1452620.2,433351.12
World,2015,17208338,8720603,3539318.8,2306524,2670826.2,2245006.8,1685440.8,2581583.5,1440782.5,1278501.6,976809.9,677996.7,2018467.4,279925.75,288737.47,1346482.5,1950220.8,726529.3,1392544.2,439002.75
World,2016,17668632,8978094,3601086.8,2332535.5,2774205.5,2332234.5,1722265.6,2593892.5,1394967.9,1254539.2,962242.5,651343.5,1973910.5,274461.16,289744,1350724,1959087.8,726959.56,1337836.4,440676.06
World,2017,18005142,9212513,3670748,2355789.8,2888208.5,2439319.8,1750758.5,2607420.5,1358630.4,1233938.5,940987.4,636896.75,1922537.8,270242.34,292950,1353579.5,1966385,731033.06,1307627.5,445948.44
World,2018,17988598,9302751,3721755.5,2363842.8,2974034,2516431,1770924.4,2606047,1303507.5,1196168.6,923239.94,644747.5,1866413.2,264230.47,289101.94,1340534.6,1943370,732320.4,1264560.8,441015.47
World,2019,17642048,9348945,3757591.2,2375058.5,3081769.2,2598627.5,1798132.2,2578397,1255274.2,1150684.4,912196.44,649454.6,1804718.6,258099.27,284472.25,1330113.1,1934331.6,736948.4,1235351,427605.53
World,2020,17658552,9484335,3495301.2,2351250.2,3189487.8,2669109.5,1850919.8,7708775,1201886.4,1074379.8,881019,714345.5,1763856.8,253403.56,288191.03,1333861.5,1935229.5,735996,1121958.5,437564.62
World,2021,18685866,9964226,3547996.5,2373385.5,3349695,2792853.5,1910524.5,11560537,1153529,1038377.3,850951.75,706701.7,1705852.5,249533.02,296536.78,1412910.2,2013691,759371.7,1112225,447751.75
World,2022,18943538,10379893,3963517.5,2440442,3475146.2,2957491.2,1953372.1,4741312,1163069.4,1038129.94,847278.56,698349.6,1665238.2,246993.47,293543,1406471.6,2130094.2,771497.4,1222389.8,440033.4
World,2023,19159154,10567948,4163664.8,2416335.8,3535639.8,3024273.2,1975581.5,3326586,1107146.5,1010526,833408.3,669960.06,1627971.6,239929.33,288613.44,1425773.1,2246293.2,766745.1,1221850.5,435689.75
